,SnomedCTConceptId,medcodeid,Observations,OrigReadCode,CleansedReadCode,Term.x,SnomedDescriptionId,Release,EmisCodeCategoryId,Term.y,Disease,Otherinstructions,origin,Comments
311,232023006,14072621000006113,5,^ESCT1407262,NA,Traction detachment of retina due to diabetes mellitus,3779262016,NA,31,Diabetic traction retinal detachment,Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
312,236499007,5095031000006114,600,^ESCTMI509503,NA,Microalbuminuric diabetic nephropathy,354506019,NA,32,Diabetes mellitus with persistent microalbuminuria,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
313,236500003,354508018,40,K08yA-1,K08yA11,Clinical diabetic nephropathy,354508018,NA,32,proteinuric diabetic nephropathy,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
314,236500003,13791991000006116,30,^ESCT1379199,NA,Proteinuric nephropathy due to diabetes mellitus,3775761019,NA,32,proteinuric diabetic nephropathy,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
315,236500003,354509014,1000,K08yA,K08yA00,Proteinuric diabetic nephropathy,354509014,NA,32,proteinuric diabetic nephropathy,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
316,237599002,1223148019,1000,C109J-1,C109J11,Insulin treated non-insulin dependent diabetes mellitus,1223148019,NA,32,Insulin treated Type II diabetes mellitus,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
319,237599002,914391000006116,700000,C10FJ,C10FJ00,Insulin treated Type 2 diabetes mellitus,2967820013,NA,32,Insulin treated Type II diabetes mellitus,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
322,237599002,5109461000006115,4,^ESCTDI510946,NA,Diabetes type 2 on insulin,3037103012,NA,32,Insulin treated Type II diabetes mellitus,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
325,237599002,840951000006119,70000,C109J,C109J00,Insulin treated Type 2 diabetes mellitus,2967820013,NA,32,Insulin treated Type II diabetes mellitus,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
328,237599002,1223147012,2000,C10FJ-1,C10FJ11,Insulin treated Type II diabetes mellitus,1223147012,NA,32,Insulin treated Type II diabetes mellitus,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
331,237599002,841351000006110,2000,C109J-2,C109J12,Insulin treated Type II diabetes mellitus,1223147012,NA,32,Insulin treated Type II diabetes mellitus,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
334,237601000,356078011,70,ESCTSE11,NA,Secondary endocrine diabetes mellitus,356078011,NA,32,Secondary endo diab mell,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
335,237604008,840971000006112,800,C10D,C10D.00,Diabetes mellitus autosomal dominant type II,356082013,NA,32,Maturity onset diabetes in youth type 2,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
336,237604008,5109621000006112,100,^ESCTMO510962,NA,MODY - Maturity onset diabetes glucokinase-related,356087019,NA,32,Maturity onset diabetes in youth type 2,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
337,237604008,5109561000006119,40,^ESCTMA510956,NA,"Maturity onset diabetes of the young, type 2",2967875018,NA,32,Maturity onset diabetes in youth type 2,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
338,237604008,356085010,800,C10D-1,C10D.11,Maturity onset diabetes in youth type 2,356085010,NA,32,Maturity onset diabetes in youth type 2,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
339,237604008,5109611000006116,900,^ESCTMO510961,NA,MODY - Maturity onset diabetes in youth type 2,356086011,NA,32,Maturity onset diabetes in youth type 2,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
340,237608006,2156000010,10,ESCTLI13,NA,"Lipodystrophy, partial, with Rieger anomaly, short stature, and insulinopenic diabetes mellitus",2156000010,NA,32,"Lipodystrophy, partial, with Rieger anomaly, short stature, and insulinopenic diabetes mellitus (disorder)",Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
343,237613005,356101019,4,ESCTHY1,NA,Hyperproinsulinaemia,356101019,NA,32,Hyperproinsulinemia,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
345,237617006,356109017,1,ESCTME15-1,NA,Rogers syndrome,356109017,NA,32,"Megaloblastic anemia, thiamine-responsive, with diabetes mellitus and sensorineural deafness (disorder)",Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
346,237617006,356110010,6,ESCTME15,NA,"Megaloblastic anaemia, thiamine-responsive, with diabetes mellitus and sensorineural deafness",356110010,NA,32,"Megaloblastic anemia, thiamine-responsive, with diabetes mellitus and sensorineural deafness (disorder)",Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
347,237618001,356111014,8,ESCTIN27,NA,Insulin-dependent diabetes mellitus secretory diarrhoea syndrome,356111014,NA,32,Insulin-dependent diabetes mellitus secretory diarrhoea synd,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
348,237619009,356118015,30,ESCTDI21,NA,Diabetes-deafness syndrome maternally transmitted,356118015,NA,32,Ballinger-Wallace syndrome,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
349,237620003,356119011,6,ESCTAB10,NA,Abnormal metabolic state in diabetes mellitus,356119011,NA,32,Abnormal metabolic state in diabetes mellitus,Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
350,237620003,14073061000006116,2,^ESCT1407306,NA,Abnormal metabolic state due to diabetes mellitus,3793764017,NA,32,Abnormal metabolic state in diabetes mellitus,Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
351,237621004,14073071000006111,8,^ESCT1407307,NA,Severe hyperglycaemia due to diabetes mellitus,3866616016,NA,32,Diabetic severe hyperglycemia,Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
352,237621004,356121018,300,ESCTDI22,NA,Diabetic severe hyperglycaemia,356121018,NA,32,Diabetic severe hyperglycemia,Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
353,237622006,5109911000006110,500,^ESCTPO510991,NA,Poor glycaemic control,356122013,NA,31,Poor glycemic control (disorder),Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
354,237622006,5109921000006119,8,^ESCTPO510992,NA,Poor glycemic control,356123015,NA,31,Poor glycemic control (disorder),Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
355,237627000,5110001000006118,80,^ESCTPR511000,NA,Pregnancy and type 2 diabetes mellitus,2967837018,NA,32,Pregnancy and type 2 diabetes mellitus (disorder),Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
356,237627000,1988741000006117,200,L180B,NA,Pregnancy and non-insulin-dependent diabetes mellitus,356133011,NA,32,Pregnancy and type 2 diabetes mellitus (disorder),Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
357,237632004,5110081000006110,1,^ESCTHY511008,NA,Hypoglycemic event in diabetes,356142016,NA,32,Insulin dependent diabetes mellitus with hypoglycaemic coma,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
358,237632004,14073081000006114,300,^ESCT1407308,NA,Hypoglycaemic event due to diabetes,3873341011,NA,32,Insulin dependent diabetes mellitus with hypoglycaemic coma,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
359,237632004,771361000006113,200,C108E,C108E00,Insulin dependent diabetes mellitus with hypoglycaemic coma,356141011,NA,32,Insulin dependent diabetes mellitus with hypoglycaemic coma,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
360,237632004,5110071000006112,100,^ESCTHY511007,NA,Hypoglycaemic event in diabetes,356141011,NA,32,Insulin dependent diabetes mellitus with hypoglycaemic coma,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
361,237632004,459162010,100,C10EE-2,C10EE12,Insulin dependent diabetes mellitus with hypoglycaemic coma,356141011,NA,32,Insulin dependent diabetes mellitus with hypoglycaemic coma,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
362,237633009,5110101000006119,1,^ESCTHY511010,NA,Hypoglycemic state in diabetes,356143014,NA,31,Hypoglycemic state in diabetes,Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
363,237633009,5110091000006113,30,^ESCTHY511009,NA,Hypoglycaemic state in diabetes,356144015,NA,31,Hypoglycemic state in diabetes,Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
364,237633009,14073091000006112,50,^ESCT1407309,NA,Hypoglycaemia due to diabetes mellitus,3873414017,NA,31,Hypoglycemic state in diabetes,Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
365,237651005,2475901019,400,C10K,C10K.00,Type A insulin resistance,2475901019,NA,32,Insulin resistance - type A (disorder),Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
366,237651005,199471000000118,20,C10K0,C10K000,Type A insulin resistance without complication,356181016,NA,32,Insulin resistance - type A (disorder),Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
367,237651005,5110461000006114,300,^ESCTIN511046,NA,Insulin resistance - type A,356181016,NA,32,Insulin resistance - type A (disorder),Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
368,237652003,5110481000006116,1,^ESCTIN511048,NA,Insulin resistance - type B,356182011,NA,31,Insulin resistance - type B (disorder),Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
370,238982009,1696331000006114,400,EMISNQDI38,NA,Diabetic dermopathy,358149019,NA,32,Diabetic dermopathy,Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
371,238983004,5128751000006113,3,^ESCTDI512875,NA,Diabetic thick skin syndrome,358150019,NA,31,Diabetic thick skin syndrome,Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
372,238984005,5128771000006115,3,^ESCTDI512877,NA,Diabetic rubeosis,358152010,NA,31,Diabetic rubeosis,Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
373,243860001,216195015,90000,66AU,66AU.00,Diabetes care by hospital only,364695019,NA,1,diabetes care by hospital only,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
374,243860001,5192411000006114,3000,^ESCTDI519241,NA,Diabetic monitoring status,364695019,NA,1,diabetes care by hospital only,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
375,24471000000103,8012071000006112,1,^ESCTTY801207,NA,Type II diabetes on insulin,1667901000000114,NA,31,Type 2 diabetic on insulin (finding),Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
376,24471000000103,8012061000006117,300,^ESCTTY801206,NA,Type 2 diabetic on insulin,2201341000000118,NA,31,Type 2 diabetic on insulin (finding),Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
377,24481000000101,8012091000006113,600,^ESCTTY801209,NA,Type II diabetes on diet only,1667911000000111,NA,1,Type 2 diabetic on diet only (finding),Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
378,24481000000101,8012081000006110,300,^ESCTTY801208,NA,Type 2 diabetic on diet only,2201281000000117,NA,1,Type 2 diabetic on diet only (finding),Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
379,248161000000101,406351000000114,300000,8Hl1,8Hl1.00,Referral for diabetic retinopathy screening,406351000000114,NA,40,Referral for diabetic retinopathy screening,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
380,25093002,881491000006119,1000,C105-99,C105.99,Diabetes + eye manifestation,881491000006119,NA,32,Other specified diabetes mellitus with ophthalmic complicatn,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
382,25093002,13771000006110,90,C105y,C105y00,Other specified diabetes mellitus with ophthalmic complicatn,42062018,NA,32,Other specified diabetes mellitus with ophthalmic complicatn,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
384,25093002,12704401000006110,2,^ESCT1270440,NA,Diabetic oculopathy,42062018,NA,32,Other specified diabetes mellitus with ophthalmic complicatn,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
386,25093002,2900951000006115,4,^ESCTDI290095,NA,Diabetic eye disease,42066015,NA,32,Other specified diabetes mellitus with ophthalmic complicatn,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
388,25093002,771491000006110,200,C1081,C108100,Insulin-dependent diabetes mellitus with ophthalmic comps,3688467012,NA,32,Other specified diabetes mellitus with ophthalmic complicatn,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
390,25093002,292503016,200,C105z,C105z00,Diabetes mellitus NOS with ophthalmic manifestation,42062018,NA,32,Other specified diabetes mellitus with ophthalmic complicatn,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
392,25093002,616421000006118,20000,C105,C105.00,Eye disorder due to diabetes mellitus,3688467012,NA,32,Other specified diabetes mellitus with ophthalmic complicatn,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
394,25093002,913471000006110,300,C10E1-2,C10E112,Insulin-dependent diabetes mellitus with ophthalmic comps,3688467012,NA,32,Other specified diabetes mellitus with ophthalmic complicatn,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
396,25093002,13767911000006119,30,^ESCT1376791,NA,Disorder of eye due to diabetes mellitus,3776167019,NA,32,Other specified diabetes mellitus with ophthalmic complicatn,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
398,25412000,2906401000006113,200,^ESCTDI290640,NA,Diabetic retinal microaneurysm,42612012,NA,32,Diabetic retinal microaneurysm,Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
399,26298008,14056961000006112,5,^ESCT1405696,NA,Ketoacidotic coma due to diabetes mellitus,3873331013,NA,32,Diabetes mellitus with ketoacidotic coma,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
400,26298008,616381000006111,800,C103,C103.00,Diabetes mellitus with ketoacidotic coma,44045012,NA,32,Diabetes mellitus with ketoacidotic coma,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
401,26298008,881471000006115,60,C103-99,C103.99,Diabetes with coma,881471000006115,NA,32,Diabetes mellitus with ketoacidotic coma,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
405,267604001,399419012,200,F3813,F381300,Myasthenic syndrome due to diabetic amyotrophy,399419012,NA,32,Myasthenic syndrome due to diabetic amyotrophy,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
406,268517006,401528011,800000,66AA,66AA.00,Injection sites,401528011,NA,1,injection sites - diabetic,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
407,268517006,777231000006119,100000,66AA-1,66AA.11,Diabetic monitoring - injection sites,401527018,NA,1,injection sites - diabetic,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
408,268519009,913681000006111,400,C10E8-2,C10E812,Insulin dependent diabetes mellitus - poor control,401531012,NA,27,Diabetic - poor control NOS,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
410,268519009,401531012,400000,66AJ,66AJ.00,Diabetic - poor control,401531012,NA,27,Diabetic - poor control NOS,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
412,268519009,772181000006112,800,C1088,C108800,Insulin dependent diabetes mellitus - poor control,401531012,NA,27,Diabetic - poor control NOS,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
414,268519009,264716012,20000,66AJz,66AJz00,Diabetic - poor control NOS,401531012,NA,27,Diabetic - poor control NOS,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
416,268519009,5505651000006113,40,^ESCTDI550565,NA,Diabetes mellitus uncontrolled,2920470017,NA,27,Diabetic - poor control NOS,Diabetes or Diabetes Eye Disease or Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery AND snomed_for_LW_codelist_using_Pieta_powerQuery
418,2751001,967681000006119,20,C10L,C10L.00,Fibrocalculous pancreatic diabetes,5649018,NA,32,Fibrocalculous pancreatic diabetes (disorder),Diabetes,NA,['Caliber'],covid_impact_ccu00201_diabetes_England_SNOMEDCT AND covid_impact_ccu00202_diabetes_England_SNOMEDCT AND covid_impact_ccu000_England_diabetes_SNOMEDCT AND carr_diabetes_jQLxtg2Z3zPcXWge5Nv9tU_SNOMEDCT
419,279291000000109,479511000000117,20000,66An,66An.00,Diabetes type 1 review,479511000000117,NA,1,diabetes type 1 review,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
420,279321000000104,479571000000110,300000,66Ao,66Ao.00,Diabetes type 2 review,479571000000110,NA,1,diabetes type 2 review,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
421,279321000000104,8084961000006111,4,^ESCTDI808496,NA,Diabetes type II review,1667931000000115,NA,1,diabetes type 2 review,Diabetes mellitus,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery
