,SnomedCTConceptId,medcodeid,Observations,OrigReadCode,CleansedReadCode,Term.x,SnomedDescriptionId,Release,EmisCodeCategoryId,Term.y,Disease,Otherinstructions,origin,Comments
150,420918009,84721000006113,4,C108B-1,C108B11,Mononeuropathy with type 1 diabetes mellitus,3697664014,NA,32,type i diabetes mellitus with mononeuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
151,420918009,913791000006119,7,C10EB-1,C10EB11,Type I diabetes mellitus with mononeuropathy,3697664014,NA,32,type i diabetes mellitus with mononeuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
152,420918009,913781000006117,20,C10EB,C10EB00,Type 1 diabetes mellitus with mononeuropathy,2618199015,NA,32,type i diabetes mellitus with mononeuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
153,421326000,280591000006115,600,C1092,C109200,Non-insulin-dependent diabetes mellitus with neuro comps,3695406015,NA,32,Disorder of nervous system due to type 2 diabetes mellitus,Diabetes,NA,['Manchester'],diabetes.snomed.txt OR efi-diabetes.snomed.txt
154,421326000,616481000006119,2000,C1061,C106100,"Diabetes mellitus, adult onset, + neurological manifestation",2618196010,NA,32,Disorder of nervous system due to type 2 diabetes mellitus,Diabetes,NA,['Manchester'],diabetes.snomed.txt OR efi-diabetes.snomed.txt
155,421326000,6969931000006116,6,^ESCTDI696993,NA,Diabetes type 2 with neurological disorder,3035455016,NA,32,Disorder of nervous system due to type 2 diabetes mellitus,Diabetes,NA,['Manchester'],diabetes.snomed.txt OR efi-diabetes.snomed.txt
156,421326000,14083911000006113,40,^ESCT1408391,NA,Disorder of nervous system due to type 2 diabetes mellitus,3789017016,NA,32,Disorder of nervous system due to type 2 diabetes mellitus,Diabetes,NA,['Manchester'],diabetes.snomed.txt OR efi-diabetes.snomed.txt
157,421326000,12704971000006113,40,^ESCT1270497,NA,Neurologic disorder associated with type 2 diabetes mellitus,2623027010,NA,32,Disorder of nervous system due to type 2 diabetes mellitus,Diabetes,NA,['Manchester'],diabetes.snomed.txt OR efi-diabetes.snomed.txt
158,421326000,84561000006110,100,C1092-2,C109212,Type 2 diabetes mellitus with neurological complications,3695406015,NA,32,Disorder of nervous system due to type 2 diabetes mellitus,Diabetes,NA,['Manchester'],diabetes.snomed.txt OR efi-diabetes.snomed.txt
159,421326000,84931000006113,40,C1092-1,C109211,Neurological disorder with diabetes type 2,3695406015,NA,32,Disorder of nervous system due to type 2 diabetes mellitus,Diabetes,NA,['Manchester'],diabetes.snomed.txt OR efi-diabetes.snomed.txt
160,421326000,914081000006117,10,C10F2-1,C10F211,Type II diabetes mellitus with neurological complications,3695406015,NA,32,Disorder of nervous system due to type 2 diabetes mellitus,Diabetes,NA,['Manchester'],diabetes.snomed.txt OR efi-diabetes.snomed.txt
161,421326000,914071000006115,2000,C10F2,C10F200,Neurologic disorder associated with type 2 diabetes mellitus,3695406015,NA,32,Disorder of nervous system due to type 2 diabetes mellitus,Diabetes,NA,['Manchester'],diabetes.snomed.txt OR efi-diabetes.snomed.txt
162,421631007,84881000006119,8,C1095-1,C109511,Type II diabetes mellitus with gangrene,2618206011,NA,32,"diabetes mellitus, adult with gangrene",Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
163,421631007,292582011,8,C10F5-1,C10F511,Type II diabetes mellitus with gangrene,2618206011,NA,32,"diabetes mellitus, adult with gangrene",Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
164,421631007,14083961000006111,30,^ESCT1408396,NA,Gangrene due to type 2 diabetes mellitus,3800383012,NA,32,"diabetes mellitus, adult with gangrene",Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
165,421631007,292583018,300,C10F5,C10F500,Type 2 diabetes mellitus with gangrene,2618206011,NA,32,"diabetes mellitus, adult with gangrene",Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
166,421631007,84511000006112,20,C1095-2,C109512,Type 2 diabetes mellitus with gangrene,2618206011,NA,32,"diabetes mellitus, adult with gangrene",Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
167,421631007,616561000006113,300,C1072,C107200,"Diabetes mellitus, adult with gangrene",2618206011,NA,32,"diabetes mellitus, adult with gangrene",Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
168,421631007,281211000006117,100,C1095,C109500,Gangrene associated with type 2 diabetes mellitus,2967779019,NA,32,"diabetes mellitus, adult with gangrene",Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
170,421895002,787101000006114,100,C1073,C107300,IDDM with peripheral circulatory disorder,2618203015,NA,32,IDDM with peripheral circulatory disorder,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
172,421895002,772141000006118,6,C108G,C108G00,Insulin dependent diab mell with peripheral angiopathy,2618203015,NA,32,IDDM with peripheral circulatory disorder,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
174,421895002,292523015,700,C107z,C107z00,Diabetes mellitus NOS with peripheral circulatory disorder,2618203015,NA,32,IDDM with peripheral circulatory disorder,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
176,421895002,13791000006111,30,C107y,C107y00,Other specified diabetes mellitus with periph circ comps,2618203015,NA,32,IDDM with peripheral circulatory disorder,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
178,421895002,12704411000006113,30,^ESCT1270441,NA,Peripheral circulatory disorder associated with diabetes mellitus,2618203015,NA,32,IDDM with peripheral circulatory disorder,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
180,421895002,616441000006113,5000,C107,C107.00,Peripheral vascular disorder due to diabetes mellitus,3688501014,NA,32,IDDM with peripheral circulatory disorder,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
182,421895002,913921000006119,6,C10EG-2,C10EG12,Insulin dependent diab mell with peripheral angiopathy,2618203015,NA,32,IDDM with peripheral circulatory disorder,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
184,422088007,13761000006115,100,C106y,C106y00,Other specified diabetes mellitus with neurological comps,2618195014,NA,32,diabetes mellitus with polyneuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
185,422088007,14084091000006117,100,^ESCT1408409,NA,Disorder of nervous system due to diabetes mellitus,3788922010,NA,32,diabetes mellitus with polyneuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
186,422088007,913501000006115,100,C10E2-2,C10E212,Insulin-dependent diabetes mellitus with neurological comps,3688477014,NA,32,diabetes mellitus with polyneuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
187,422088007,292512019,2000,C106z,C106z00,Diabetes mellitus NOS with neurological manifestation,2618195014,NA,32,diabetes mellitus with polyneuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
188,422088007,771481000006112,60,C1082,C108200,Insulin-dependent diabetes mellitus with neurological comps,3688477014,NA,32,diabetes mellitus with polyneuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
189,422088007,616391000006114,50000,C106,C106.00,Nervous system disorder due to diabetes mellitus,3688477014,NA,32,diabetes mellitus with polyneuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
190,422166005,674961000006118,400,C1074,C107400,Peripheral circulatory disorder associated with type 2 diabetes mellitus,2623039019,NA,32,NIDDM with peripheral circulatory disorder,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
191,422166005,616581000006115,600,C1071,C107100,"Diabetes mellitus, adult, + peripheral circulatory disorder",2618204014,NA,32,NIDDM with peripheral circulatory disorder,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
192,422166005,14084111000006114,2,^ESCT1408411,NA,Peripheral circulatory disorder due to type 2 diabetes mellitus,3800475019,NA,32,NIDDM with peripheral circulatory disorder,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
193,422275004,881511000006113,700,C107-99,C107.99,Diabetes + periph.circulat.dis,881511000006113,NA,32,diabetes mellitus with peripheral circulatory disorder,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
194,422275004,913621000006112,20,C10E6-2,C10E612,Insulin dependent diabetes mellitus with gangrene,2616612015,NA,32,diabetes mellitus with peripheral circulatory disorder,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
195,422275004,616831000006118,500,C107-2,C107.12,Diabetes with gangrene,2616612015,NA,32,diabetes mellitus with peripheral circulatory disorder,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
196,422275004,771351000006111,20,C1086,C108600,Insulin dependent diabetes mellitus with gangrene,2616612015,NA,32,diabetes mellitus with peripheral circulatory disorder,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
197,422275004,616351000006115,400,C107-1,C107.11,Diabetes mellitus with gangrene,2616612015,NA,32,diabetes mellitus with peripheral circulatory disorder,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
199,49455004,214921000006116,10000,F372,F372.00,Polyneuropathy in diabetes,82373015,NA,32,Diabetic polyneuropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
201,49455004,12185421000006113,50,^ESCT1218542,NA,Polyneuropathy due to diabetes mellitus,3695673019,NA,32,Diabetic polyneuropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
203,49455004,82373015,2000,F372-1,F372.11,Diabetic polyneuropathy,82373015,NA,32,Diabetic polyneuropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
205,49455004,913801000006118,30,C10EC-2,C10EC12,Insulin dependent diabetes mellitus with polyneuropathy,82373015,NA,32,Diabetic polyneuropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
207,49455004,771401000006115,20,C108C,C108C00,Insulin dependent diabetes mellitus with polyneuropathy,82373015,NA,32,Diabetic polyneuropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
209,49455004,616451000006110,200,C106-3,C106.13,Diabetes mellitus with polyneuropathy,82373015,NA,32,Diabetic polyneuropathy,Diabetes Neuropathy,NA,['efi AND Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
211,50620007,1230890017,7000,F1711,F171100,Autonomic neuropathy due to diabetes,1230890017,NA,32,autonomic neuropathy due to diabetes,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
212,50620007,3319861000006118,500,^ESCTDI331986,NA,Diabetic autonomic neuropathy,84344019,NA,32,autonomic neuropathy due to diabetes,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
213,50620007,14058781000006117,20,^ESCT1405878,NA,Autonomic neuropathy due to diabetes mellitus,3788972012,NA,32,autonomic neuropathy due to diabetes,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
215,713705003,913821000006111,1,C10EC-1,C10EC11,Type I diabetes mellitus with polyneuropathy,3297390014,NA,32,type 1 diabetes mellitus with polyneuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
217,713705003,913811000006115,90,C10EC,C10EC00,Type 1 diabetes mellitus with polyneuropathy,3297342019,NA,32,type 1 diabetes mellitus with polyneuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
219,713705003,84421000006115,10,C108C-2,C108C12,Type 1 diabetes mellitus with polyneuropathy,3297342019,NA,32,type 1 diabetes mellitus with polyneuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
221,713705003,84791000006110,2,C108C-1,C108C11,Polyneuropathy due to diabetes mellitus type I,3297390014,NA,32,type 1 diabetes mellitus with polyneuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
223,713706002,914251000006116,40,C10FB-1,C10FB11,Type II diabetes mellitus with polyneuropathy,3297353013,NA,32,non-insulin dependent diabetes mellitus with polyneuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
225,713706002,84601000006110,10,C109B-2,C109B12,Type 2 diabetes mellitus with polyneuropathy,3297353013,NA,32,non-insulin dependent diabetes mellitus with polyneuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
227,713706002,280541000006112,50,C109B,C109B00,Non-insulin dependent diabetes mellitus with polyneuropathy,3297353013,NA,32,non-insulin dependent diabetes mellitus with polyneuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
229,713706002,914241000006118,1000,C10FB,C10FB00,Polyneuropathy due to type 2 diabetes mellitus,3297353013,NA,32,non-insulin dependent diabetes mellitus with polyneuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
231,713706002,84971000006111,20,C109B-1,C109B11,Type II diabetes mellitus with polyneuropathy,3297353013,NA,32,non-insulin dependent diabetes mellitus with polyneuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
233,71771000119100,84391000006111,3,C108J-2,C108J12,Type 1 diabetes mellitus with neuropathic arthropathy,3010513018,NA,32,Neuropathic arthropathy due to type 1 diabetes mellitus (disorder),Diabetes,NA,['Manchester'],diabetes.snomed.txt OR efi-diabetes.snomed.txt
234,71771000119100,459296014,200,C10EJ,C10EJ00,Type 1 diabetes mellitus with neuropathic arthropathy,3010513018,NA,32,Neuropathic arthropathy due to type 1 diabetes mellitus (disorder),Diabetes,NA,['Manchester'],diabetes.snomed.txt OR efi-diabetes.snomed.txt
235,71771000119100,84761000006119,100,C108J-1,C108J11,Type I diabetes mellitus with neuropathic arthropathy,3010513018,NA,32,Neuropathic arthropathy due to type 1 diabetes mellitus (disorder),Diabetes,NA,['Manchester'],diabetes.snomed.txt OR efi-diabetes.snomed.txt
236,73211009,616571000006118,1000,C10y1,C10y100,"Diabetes mellitus, adult, + other specified manifestation",121589010,NA,32,[X]Other specified diabetes mellitus,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
237,73211009,772151000006116,800,C1089,C108900,Insulin dependent diabetes maturity onset,121589010,NA,32,[X]Other specified diabetes mellitus,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
238,73211009,3690681000006114,5,^ESCTDM369068,NA,DM - Diabetes mellitus,502372015,NA,32,[X]Other specified diabetes mellitus,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
239,73211009,13781000006113,10,C10yy,C10yy00,Other specified diabetes mellitus with other spec comps,121589010,NA,32,[X]Other specified diabetes mellitus,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
240,73211009,121589010,6000000,C10,C10..00,Diabetes mellitus,121589010,NA,32,[X]Other specified diabetes mellitus,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
241,73211009,787111000006112,30000,C108-1,C108.11,IDDM-Insulin dependent diabetes mellitus,121589010,NA,32,[X]Other specified diabetes mellitus,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
242,73211009,292621010,50,C10yz,C10yz00,Diabetes mellitus NOS with other specified manifestation,121589010,NA,32,[X]Other specified diabetes mellitus,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
243,73211009,616681000006116,100,C10y0,C10y000,"Diabetes mellitus, juvenile, + other specified manifestation",121589010,NA,32,[X]Other specified diabetes mellitus,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
244,73211009,772171000006114,100000,C108,C108.00,Insulin dependent diabetes mellitus,121589010,NA,32,[X]Other specified diabetes mellitus,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
245,73211009,913711000006112,1000,C10E9-2,C10E912,Insulin dependent diabetes maturity onset,121589010,NA,32,[X]Other specified diabetes mellitus,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
246,73211009,293756010,70,Cyu20,Cyu2000,[X]Other specified diabetes mellitus,121589010,NA,32,[X]Other specified diabetes mellitus,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
247,73211009,772161000006119,90000,C1000-1,C100011,Insulin dependent diabetes mellitus,121589010,NA,32,[X]Other specified diabetes mellitus,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
248,73211009,377001000006117,500,Cyu2,Cyu2.00,[X]Diabetes mellitus,121589010,NA,32,[X]Other specified diabetes mellitus,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
249,73211009,77727018,70000,C10E-2,C10E.12,Insulin dependent diabetes mellitus,121589010,NA,32,[X]Other specified diabetes mellitus,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
250,73211009,881441000006111,5000,C1000-99,C100099,Diabetes mellitus - juvenile,881441000006111,NA,32,[X]Other specified diabetes mellitus,Diabetes Neuropathy,NA,['Lauren_codelist'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate AND snomed_for_LW_codelist_using_Pieta_powerQuery_DiabetesToSeparate
251,773001000000103,8241041000006113,100,^ESCTSY824104,NA,Symptomatic diabetic peripheral neuropathy,1726111000000110,NA,31,Symptomatic diabetic peripheral neuropathy,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
254,789569005,13917091000006117,30,^ESCT1391709,NA,Neuropathic ulcer of heel due to type 2 diabetes mellitus,3789783017,NA,32,Neuropathic ulcer of heel due to type 2 diabetes mellitus,Diabetes,NA,['Manchester'],diabetes.snomed.txt OR efi-diabetes.snomed.txt
256,944141000000108,2415191000000113,4000,1M8,1M8..00,Diabetic peripheral neuropathic pain,2415191000000113,NA,27,diabetic peripheral neuropathic pain,Diabetes Neuropathy,NA,['efi'],eFI2 SNOMED CT 0.24 Renamed ConditionsPowerQuery_DiabetesToSeparate
